timestamp,asset,direction,timeframe,signal_type,entry,tp1,tp2,tp3,stop_loss,risk_reward,confidence,confluences,patterns,news_sentiment
2026-02-25 02:19:27 UTC,ETH-USD,LONG,4h,Reversal,1931.902832,1960.260638,1979.165841,2007.523647,1903.545027,1.0,6.5,182,"EMA Cross, Supertrend, Ichimoku",Bearish
2026-02-25 02:19:42 UTC,BNB-USD,LONG,5m,Continuation,601.307129,607.251955,611.215173,617.159999,595.362303,1.0,8.0,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:19:56 UTC,XRP-USD,LONG,4h,Reversal,1.390751,1.408351,1.420084,1.437683,1.373151,1.0,9.4,194,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:20:11 UTC,SOL-USD,LONG,4h,Continuation,82.601341,83.712931,84.453991,85.565581,81.489751,1.0,10.0,195,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 02:20:26 UTC,ADA-USD,LONG,4h,Continuation,0.26933,0.272686,0.274922,0.278278,0.265975,1.0,9.1,193,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:20:45 UTC,DOGE-USD,LONG,4h,Reversal,0.094235,0.095396,0.09617,0.097331,0.093074,1.0,7.7,172,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:21:00 UTC,AVAX-USD,LONG,4h,Reversal,8.66547,8.780784,8.857659,8.972973,8.550157,1.0,8.3,184,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:21:13 UTC,SHIB-USD,LONG,1d,Reversal,6e-06,6e-06,6e-06,6e-06,6e-06,1.0,8.7,182,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:21:26 UTC,DOT-USD,LONG,5m,Continuation,1.293173,1.309271,1.320002,1.3361,1.277076,1.0,8.1,181,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:22:28 UTC,MATIC-USD,LONG,4h,Reversal,0.3794,0.385057,0.388829,0.394486,0.373743,1.0,6.8,152,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 02:22:39 UTC,LTC-USD,LONG,4h,Reversal,52.862751,53.455696,53.850993,54.443938,52.269806,1.0,9.6,194,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:22:52 UTC,LINK-USD,LONG,4h,Reversal,8.595515,8.704225,8.776698,8.885408,8.486806,1.0,8.2,183,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:28:48 UTC,XRP-USD,LONG,4h,Reversal,1.389602,1.40721,1.418948,1.436555,1.371995,1.0,9.0,179,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:29:01 UTC,SOL-USD,LONG,4h,Reversal,82.537888,83.649478,84.390538,85.502128,81.426298,1.0,9.7,183,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 02:30:27 UTC,JNJ,LONG,1d,Reversal,246.279999,248.074233,249.270389,251.064623,244.485765,1.0,8.5,167,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:31:13 UTC,CVX,LONG,1d,Reversal,185.354996,186.908268,187.943783,189.497055,183.801723,1.0,8.2,167,"Supertrend, Ichimoku, ADX(21.5)",Neutral
2026-02-25 02:31:31 UTC,PEP,LONG,1d,Reversal,169.546997,171.063334,172.074226,173.590563,168.03066,1.0,10.0,193,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:31:50 UTC,GC=F,LONG,1d,Reversal,5207.100098,5251.875087,5281.72508,5326.50007,5162.325108,1.0,8.2,164,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:32:02 UTC,SI=F,LONG,1d,Reversal,88.949997,90.631607,91.75268,93.434289,87.268387,1.0,9.4,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 02:32:37 UTC,NG=F,SHORT,1d,Reversal,2.84,2.804429,2.780714,2.745143,2.875571,1.0,8.2,171,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:28:30 UTC,USDJPY=X,LONG,15m,Reversal,156.136993,156.538243,156.805743,157.206992,155.735744,1.0,8.0,169,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 08:29:34 UTC,BTC-USD,LONG,5m,Reversal,65221.703125,65974.144392,66475.771903,67228.21317,64469.261858,1.0,8.0,168,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 08:29:56 UTC,BNB-USD,LONG,4h,Reversal,598.629822,604.328071,608.126903,613.825152,592.931573,1.0,8.2,189,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:30:19 UTC,SOL-USD,LONG,4h,Reversal,82.394272,83.601962,84.407089,85.614779,81.186582,1.0,8.5,178,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:31:40 UTC,JNJ,LONG,1d,Reversal,246.279999,248.074233,249.270389,251.064623,244.485765,1.0,8.5,167,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:31:58 UTC,PG,LONG,1d,Reversal,165.289993,166.695495,167.632495,169.037997,163.884492,1.0,8.0,173,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 08:32:21 UTC,CVX,LONG,1d,Reversal,185.354996,186.908268,187.943783,189.497055,183.801723,1.0,8.2,167,"Supertrend, Ichimoku, ADX(21.5)",Neutral
2026-02-25 08:32:38 UTC,PEP,LONG,1d,Reversal,169.546997,171.063334,172.074226,173.590563,168.03066,1.0,10.0,193,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:33:03 UTC,SI=F,LONG,1d,Reversal,90.82,92.254644,93.211074,94.645718,89.385355,1.0,9.1,188,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 08:33:30 UTC,NG=F,SHORT,1d,Reversal,2.823,2.79525,2.77675,2.749,2.85075,1.0,8.5,170,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 11:21:39 UTC,JNJ,LONG,1d,Reversal,246.279999,248.074233,249.270389,251.064623,244.485765,1.0,9.0,167,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 11:22:30 UTC,CVX,LONG,1d,Reversal,185.354996,186.908268,187.943783,189.497055,183.801723,1.0,8.2,167,"Supertrend, Ichimoku, ADX(21.5)",Neutral
2026-02-25 11:22:56 UTC,PEP,LONG,1d,Reversal,169.546997,171.063334,172.074226,173.590563,168.03066,1.0,10.0,193,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 11:23:03 UTC,KO,LONG,1d,Reversal,80.720001,81.337015,81.748358,82.365372,80.102987,1.0,8.4,172,"Supertrend, ADX(37.6), Parabolic SAR",Bullish
2026-02-25 11:23:24 UTC,SI=F,LONG,1d,Continuation,90.605003,91.919647,92.796076,94.110719,89.29036,1.0,8.1,171,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 11:57:04 UTC,SOL-USD,LONG,4h,Continuation,83.052879,84.253167,85.053358,86.253646,81.852592,1.0,9.7,186,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 11:58:32 UTC,JNJ,LONG,1d,Reversal,246.279999,248.074233,249.270389,251.064623,244.485765,1.0,9.0,167,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 11:59:39 UTC,PEP,LONG,1d,Reversal,169.546997,171.063334,172.074226,173.590563,168.03066,1.0,10.0,193,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 12:09:12 UTC,BNB-USD,LONG,1d,Reversal,604.908813,610.489247,614.209536,619.789969,599.32838,1.0,8.1,194,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 14:03:41 UTC,BTC-USD,LONG,4h,Reversal,66256.523438,67030.510463,67546.501814,68320.488839,65482.536412,1.0,8.1,171,"EMA Cross, Supertrend, ADX(40.3)",Bullish
2026-02-25 14:03:57 UTC,ETH-USD,LONG,4h,Reversal,1965.898438,1995.421945,2015.104283,2044.62779,1936.37493,1.0,8.7,173,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-25 14:04:24 UTC,XRP-USD,LONG,4h,Continuation,1.413953,1.432522,1.444902,1.463471,1.395383,1.0,8.4,186,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-25 14:05:45 UTC,GC=F,LONG,1d,Reversal,5206.200195,5237.518136,5258.396763,5289.714704,5174.882254,1.0,8.5,157,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 10:28:05 UTC,XRP-USD,LONG,4h,Reversal,1.454854,1.479071,1.495216,1.519433,1.430637,1.0,8.1,166,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 10:28:32 UTC,QQQ,LONG,15m,Reversal,616.52002,620.057781,622.416288,625.954049,612.982258,1.0,8.4,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:29:06 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,8.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:29:14 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,8.6,178,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:30:12 UTC,NG=F,SHORT,1d,Reversal,2.801,2.778607,2.763679,2.741286,2.823393,1.0,8.6,174,"Supertrend, ADX(38.9), Parabolic SAR",Neutral
2026-02-26 10:38:32 UTC,QQQ,LONG,15m,Reversal,616.52002,620.057781,622.416288,625.954049,612.982258,1.0,8.4,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:39:09 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,8.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:39:18 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,8.6,178,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:40:09 UTC,NG=F,SHORT,1d,Reversal,2.797,2.774286,2.759143,2.736429,2.819714,1.0,9.3,180,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:41:08 UTC,EURUSD=X,LONG,4h,Reversal,1.18008,1.181322,1.18215,1.183392,1.178838,1.0,7.5,147,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 10:41:19 UTC,GBPUSD=X,LONG,5m,Reversal,1.35351,1.355162,1.356264,1.357916,1.351857,1.0,7.1,151,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:41:30 UTC,USDJPY=X,LONG,1d,Reversal,156.014008,156.344004,156.564002,156.893999,155.684011,1.0,7.4,143,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:41:40 UTC,AUDUSD=X,LONG,1d,Reversal,0.711794,0.713106,0.71398,0.715291,0.710483,1.0,7.8,151,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:41:50 UTC,USDCAD=X,SHORT,4h,Reversal,1.3677,1.365716,1.364393,1.362409,1.369684,1.0,6.9,143,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:42:00 UTC,USDCHF=X,LONG,5m,Reversal,0.77456,0.776024,0.776999,0.778463,0.773096,1.0,8.5,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:42:11 UTC,NZDUSD=X,SHORT,1d,Reversal,0.598802,0.597752,0.597053,0.596003,0.599852,1.0,7.3,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:42:24 UTC,EURGBP=X,LONG,1d,Reversal,0.87173,0.872625,0.873221,0.874116,0.870835,1.0,6.5,139,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:43:35 UTC,USDCHF=X,LONG,1h,Reversal,0.7746,0.776064,0.777039,0.778503,0.773136,1.0,8.6,152,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:45:09 UTC,EURAUD=X,SHORT,1d,Reversal,1.65813,1.654935,1.652805,1.64961,1.661325,1.0,8.5,149,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:45:50 UTC,BTC-USD,LONG,15m,Reversal,68389.53125,69269.804408,69856.653181,70736.926339,67509.258092,1.0,9.1,153,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 10:46:01 UTC,ETH-USD,LONG,1d,Reversal,2070.987305,2108.344116,2133.248657,2170.605469,2033.630493,1.0,8.7,153,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:46:23 UTC,XRP-USD,LONG,4h,Reversal,1.449685,1.474043,1.490282,1.51464,1.425328,1.0,9.1,163,"Supertrend, Ichimoku, ADX(26.0)",Bullish
2026-02-26 10:46:36 UTC,SOL-USD,LONG,4h,Reversal,87.616806,89.084534,90.063019,91.530746,86.149078,1.0,8.1,165,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:46:54 UTC,QQQ,LONG,4h,Reversal,616.52002,620.057781,622.416288,625.954049,612.982258,1.0,10.0,183,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:47:05 UTC,AAPL,LONG,4h,Reversal,274.179993,277.08139,279.015656,281.917053,271.278595,1.0,9.5,165,"EMA Cross, Supertrend, ADX(42.0)",Neutral
2026-02-26 10:47:19 UTC,NVDA,LONG,4h,Reversal,195.880005,198.223091,199.785149,202.128235,193.536919,1.0,9.3,186,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:47:27 UTC,AMZN,LONG,5m,Reversal,210.660004,212.907329,214.405546,216.652871,208.412678,1.0,9.4,178,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:47:42 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,9.3,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:47:50 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,10.0,174,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:48:37 UTC,BZ=F,SHORT,4h,Reversal,69.809998,69.408211,69.140353,68.738567,70.211784,1.0,8.8,182,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 10:48:49 UTC,NG=F,SHORT,4h,Reversal,2.795,2.771964,2.756607,2.733572,2.818036,1.0,10.0,179,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:05:51 UTC,EURUSD=X,LONG,4h,Reversal,1.180498,1.18168,1.182468,1.18365,1.179316,1.0,8.7,148,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 11:06:20 UTC,AUDUSD=X,LONG,1d,Reversal,0.711946,0.713252,0.714122,0.715428,0.710641,1.0,8.5,142,"Supertrend, ADX(28.0), Parabolic SAR",Neutral
2026-02-26 11:06:41 UTC,USDCHF=X,LONG,1d,Reversal,0.77445,0.775846,0.776777,0.778173,0.773054,1.0,8.4,145,"Supertrend, Ichimoku, ADX(55.4)",Neutral
2026-02-26 11:06:51 UTC,NZDUSD=X,LONG,5m,Reversal,0.598982,0.60002,0.600712,0.60175,0.597944,1.0,8.3,149,"Supertrend, ADX(35.2), Parabolic SAR",Neutral
2026-02-26 11:07:28 UTC,AUDJPY=X,LONG,1d,Reversal,111.017998,111.270961,111.439604,111.692567,110.765034,1.0,8.2,145,"Supertrend, Ichimoku, ADX(38.1)",Neutral
2026-02-26 11:08:07 UTC,EURCHF=X,LONG,1d,Reversal,0.91412,0.915541,0.916488,0.917909,0.912699,1.0,8.2,160,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:08:18 UTC,EURAUD=X,SHORT,1d,Reversal,1.65793,1.654761,1.652648,1.649479,1.661099,1.0,8.8,142,"EMA Cross, Supertrend, ADX(45.2)",Neutral
2026-02-26 11:08:40 UTC,BTC-USD,LONG,15m,Reversal,68362.03125,69136.56529,69652.921317,70427.455357,67587.49721,1.0,9.3,149,"Supertrend, ADX(32.6), Parabolic SAR",Bullish
2026-02-26 11:08:51 UTC,ETH-USD,LONG,4h,Reversal,2064.632324,2094.746844,2114.82319,2144.937709,2034.517805,1.0,8.3,152,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:09:17 UTC,XRP-USD,LONG,4h,Reversal,1.443715,1.467086,1.482667,1.506038,1.420344,1.0,8.6,161,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 11:09:30 UTC,SOL-USD,LONG,4h,Reversal,87.503815,88.844047,89.737535,91.077768,86.163582,1.0,8.3,169,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:09:46 UTC,QQQ,LONG,4h,Reversal,616.52002,620.057781,622.416288,625.954049,612.982258,1.0,10.0,178,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 11:09:53 UTC,AAPL,LONG,4h,Reversal,274.179993,277.08139,279.015656,281.917053,271.278595,1.0,9.6,162,"EMA Cross, Supertrend, ADX(42.0)",Neutral
2026-02-26 11:10:08 UTC,NVDA,LONG,4h,Reversal,195.880005,198.223091,199.785149,202.128235,193.536919,1.0,9.6,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:10:14 UTC,AMZN,LONG,5m,Reversal,210.660004,212.907329,214.405546,216.652871,208.412678,1.0,9.7,174,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:10:20 UTC,GOOGL,LONG,4h,Reversal,313.0,316.06961,318.116016,321.185625,309.93039,1.0,8.2,172,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:10:27 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,9.3,173,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 11:10:33 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,10.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:33:33 UTC,AUDUSD=X,LONG,4h,Reversal,0.712352,0.713734,0.714655,0.716036,0.710971,1.0,8.7,142,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:36:59 UTC,XRP-USD,LONG,4h,Reversal,1.443334,1.461296,1.47327,1.491232,1.425373,1.0,9.2,156,"EMA Cross, Supertrend, Ichimoku",Bullish
2026-02-26 13:37:17 UTC,SPY,LONG,4h,Reversal,693.099976,695.926372,697.810636,700.637033,690.273579,1.0,9.2,171,"Supertrend, Ichimoku, ADX(43.1)",Neutral
2026-02-26 13:37:25 UTC,QQQ,LONG,4h,Reversal,616.52002,620.057781,622.416288,625.954049,612.982258,1.0,10.0,178,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:37:31 UTC,AAPL,LONG,4h,Reversal,274.179993,277.08139,279.015656,281.917053,271.278595,1.0,9.6,162,"EMA Cross, Supertrend, ADX(42.0)",Neutral
2026-02-26 13:37:45 UTC,NVDA,LONG,4h,Reversal,195.880005,198.223091,199.785149,202.128235,193.536919,1.0,9.6,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:37:51 UTC,AMZN,LONG,5m,Reversal,210.660004,212.907329,214.405546,216.652871,208.412678,1.0,9.7,174,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:38:02 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,9.3,173,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 13:38:08 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,10.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:09:00 UTC,USDJPY=X,LONG,1d,Reversal,156.207001,156.521463,156.731105,157.045567,155.892538,1.0,8.9,145,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:09:44 UTC,NZDUSD=X,SHORT,1h,Reversal,0.598229,0.597084,0.596321,0.595176,0.599374,1.0,8.6,161,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:12:56 UTC,AAPL,LONG,4h,Reversal,274.179993,277.08139,279.015656,281.917053,271.278595,1.0,9.6,162,"EMA Cross, Supertrend, ADX(42.0)",Neutral
2026-02-26 14:13:08 UTC,NVDA,LONG,4h,Reversal,195.880005,198.223091,199.785149,202.128235,193.536919,1.0,9.6,187,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:13:14 UTC,AMZN,LONG,5m,Reversal,210.660004,212.907329,214.405546,216.652871,208.412678,1.0,9.7,174,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:13:26 UTC,META,LONG,4h,Reversal,653.780029,660.046932,664.224867,670.491769,647.513127,1.0,9.3,173,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 14:13:33 UTC,TSLA,LONG,4h,Reversal,417.390015,423.1618,427.009657,432.781442,411.618229,1.0,10.0,175,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:22:40 UTC,GBPUSD=X,SHORT,5m,Reversal,1.352009,1.349698,1.348157,1.345846,1.35432,1.0,9.0,163,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:23:28 UTC,NZDUSD=X,SHORT,1h,Reversal,0.596872,0.595648,0.594832,0.593608,0.598097,1.0,9.6,169,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:23:38 UTC,EURGBP=X,LONG,1d,Reversal,0.87248,0.873497,0.874175,0.875191,0.871463,1.0,9.0,146,"EMA Cross, Supertrend, Ichimoku",Neutral
2026-02-26 15:23:58 UTC,GBPJPY=X,SHORT,5m,Reversal,210.815994,210.359028,210.054385,209.597419,211.27296,1.0,8.8,158,"EMA Cross, Supertrend, Ichimoku",Neutral
